編號,成立核准文號,成立核准日期,管理委員會,建築物地址,棟數,地上層數,地下層數,使用執照
1259,'0980100214,098/05/04,鳳閣祥居,永康區永華路483巷6號,13,4,0,(096)南工使字第01517號共2筆使照
1260,'0983106827,098/05/14,植村樹大樓,東區台南市東區裕和二街86號5樓,1,7,1,(096)南工使字第01914號
1261,'0983107027,098/05/20,彫刻家社區,北區育德三街132巷5號,18,4,0,(096)南工使字第01514號共7筆使照
1262,'0983107144,098/05/20,書香家園F棟,東區裕孝路317-6號,24,4,0,(092)南工使字第00707號
1263,'0980115789,098/05/21,通盈台南公寓大廈 管理負責人,永康區中正北路1069號,1,2,,(097)南工使字第00596號
1264,'0983107180,098/05/26,書香家園E棟,東區裕孝路307-9號,24,4,0,(092)南工使字第00707號
1265,'0983107673,098/06/02,東門城商業大樓,東區東門路一段358號,1,12,1,(080)南工使字第01082-92號
1266,'0983107698,098/06/04,晶華城社區,南區金華路一段508-9號,12,4,0,(096)南工使字第00734號
1267,'0980129748,098/06/05,菁英會館南三,永康區鹽忠街118號,1,8,1,(095)南工使字第02610號
1268,'0980061234,098/06/12,長陽春大樓,南區永興一街11號4樓2,1,8,1,(082)南工使字第01686號
1269,'0983108448,098/06/15,囍愛II社區,東區裕信路232巷28號,22,5,0,(097)南工使字第00239號
1270,'0983018097,098/06/16,黃金海岸雙星大廈,南區中華西路一段8巷1號,2,16,2,(085)南工使字第00592號
1271,'0983109231,098/06/29,安平鎮安大樓,安平區平生路38號-1,1,7,1,(084)南工使字第02657號
1272,'0980149814,098/06/29,高鐵首富第三期社區,歸仁區武東里中正南路2段50巷2弄3號,35,4,0,(096)南工使字第03219號
1273,'0980149813,098/06/30,綠陽雅築,永康區新興街35巷15弄8之5號2樓,1,5,1,(080)南工使字第00318號
1274,'0980154959,098/07/07,金鶴公寓大廈,善化區小新里成功路157之1號5樓,1,5,0,(096)南工使字第01589號
1275,'0980161309,098/07/10,金閣社區〈含A、B社區〉,仁德區太子里長興路87巷25號,10,5,0,(094)南工使字第00126號共2筆使照
1276,'0980158779,098/07/10,亞立森 管理負責人,永康區三民里12鄰和平東路159號,2,2,0,(098)南工使字第00353號
1277,'0980161704,098/07/14,山林森活社區,新化區那拔林439之7號,12,2,0,(096)南工使字第00009號
1278,'0983110211,098/07/15,麗莊河邑社區,安平區安平路602號-2,18,5,0,(097)南工使字第00286號
1279,'0980165265,098/07/21,影三華廈社區,永康區復國路78號13樓之5,9,14,1,(096)南工使字第02921號
1280,'0980174712,098/07/29,菁英會館南二,永康區大灣路764巷56號,2,6,1,(094)南工使字第01614號
1281,'0980182515,098/08/05,三月春風社區,永康區龍埔街136巷32號,32,4,0,(095)南工使字第01746號共3筆使照
1282,'0983112441,098/08/26,敦煌.瑞邑社區,南區中華南路一段175巷10弄17號,31,4,0,(096)南工使字第02051號
1283,'0983112235,098/09/01,信富香川,東區裕信二街150號,5,5,0,(097)南工使字第00526號
1284,'0983112841,098/09/01,仁和新世界,東區仁和路79號6樓-7,2,7,0,(082)南工使字第03095號
1285,'0983113060,098/09/02,好事達人II社區,東區東門路三段179巷16弄16號,17,4,0,(097)南工使字第00122號
1286,'0983113208,098/09/04,騰揮首富社區,東區裕農三街209號,10,4,0,(093)南工使字第00507號
1287,'0980210938,098/09/08,仁德大亨中庭,仁德區仁義里25鄰中清一街39巷6號,14,4,0,(097)南工使字第00403號
1288,'0980214287,098/09/10,達亞南科e化大樓 管理負責人,善化區光復路438巷1號,1,6,1,(097)南工使字第02761號
1289,'0983114132,098/09/21,玉山銀行金華分行大樓,南區金華路二段58號,1,3,0,(098)南工使字第00329號
1290,'0983114430,098/09/25,雙城公園社區,安南區安昌街174巷39弄9號,6,4,0,(096)南工使字第00845號
1291,'0983114308,098/09/28,巨武佳園,北區賢北街170巷27號,1,3,1,(081)南工使字第00591號
1292,'0980232442,098/09/30,影三新城社區,永康區復國路89號,1,13,1,(096)南工使字第02920號
1293,'0983114676,098/10/01,懷石學園社區,東區裕信二街81號,10,5,0,(097)南工使字第00542號
1294,'0980109284,098/10/13,惠丞大撰,安平區建平八街156號,24,5,0,(097)南工使字第01087號
1295,'0980241726,098/10/13,理想家社區,仁德區上崙一街82巷12號,8,4,0,(097)南工使字第01358號共2筆使照
1296,'0983114789,098/10/14,國泰世華臨安大樓,北區臨安路二段17號5樓,1,7,2,(078)南工使字第01023-98號
1297,'0980246521,098/10/16,世岱吉祥大樓,永康區國光七街20巷1號,1,7,1,(081)南工使字第06013號
1298,'0983115553,098/10/19,統統一時尚經典,北區海安路三段338巷39號,5,5,0,(096)南工使字第00196號
1299,'0983101079,098/10/22,成大投資廣場,東區長榮路二段106號4樓-5,1,9,1,(079)南工使字第01021-64號
1300,'0983116101,098/10/27,東寧翠堤住戶,東區東寧路120巷45號3樓-3,1,6,0,(084)南工使字第00793號
1301,'0983115873,098/10/27,成大小築,北區東豐路227巷24弄15號4樓之26,1,5,1,(079)南工使字第01056-09號
1302,'0983115266,098/10/27,維也納二期,中西區府前一街147號,1,5,1,(078)南工使字第01010-13號
1303,'0983116711,098/11/06,大道新城國宅社區第三區,北區北區北門路二段577巷1號7樓-2,4,10,1,(093)南工使字第00720號
1304,'0980267293,098/11/06,帝賞社區,麻豆區興中路251巷6號,11,4,0,(097)南工使字第01502號
1305,'0983116905,098/11/12,皇發吉村第三期社區,北區育德二路138-3號,1,5,0,(093)南工使字第02089號
1306,'0983116511,098/11/16,當代逸墅1,安南區安通路四段47巷23弄49號,4,4,0,(097)南工使字第00669號
1307,'0983117404,098/11/19,懷石御公園社區,東區裕信路36號等,18,5,0,(097)南工使字第00085號
1308,'0983117631,098/11/23,貴族大廈,北區北忠街66-1號4樓-1,1,7,0,(076)南工使字第00949-30號
1309,'0983117810,098/11/26,優質人生社區,中西區頂美三街121巷108號,8,4,0,(096)南工使字第01441號
1310,'0980289522,098/12/01,鄉景拓璞社區,善化區溪美里溪尾746號,22,3,0,(098)南工使字第01020號
1311,'0980294733,098/12/07,菁英會館南一A區,仁德區大甲里中正西路402號,2,4,,(096)南工使字第02889號
1312,'0980295835,098/12/09,菁英會館南一B區,仁德區中正西路360巷20弄41號,2,4,,(096)南工使字第02890號
1313,'0980301743,098/12/15,國際南科科技會館 管理負責人,新市區國際路9號,1,7,0,(098)南工使字第01195號
1314,'0983118960,098/12/16,力漢.寬庭五期社區,安南區郡安路六段111巷42弄8號,39,4,0,(098)南工使字第00193號
1315,'0980302337,098/12/16,鄉景莊園,善化區溪尾217之53號,46,3,0,(096)南縣使字第03465號共2筆使照
1316,'0983118166,098/12/21,站前CASA大樓,北區公園南路345號13樓2,6,14,2,(097)南工使字第01245號
1317,'0983118821,098/12/22,南加州大廈,北區開元路442巷26弄2號5樓,1,8,1,(080)南工使字第01099-19號
1318,'0983119462,098/12/24,懷石御花道社區,東區裕孝路185-5號,32,5,0,(096)南工使字第01282號
1319,'0983119308,098/12/25,皇爵御庭第二期,東區崇學路142巷10弄24號,2,6,0,(079)南工使字第01073-12號
1320,'0983119584,098/12/25,宜家社區,安南區育安街126巷6號,8,4,0,(093)南工使字第00352號
1321,'0980293706,099/01/05,國泰善化金融大樓管理負責人,善化區中山路349號,1,9,2,(098)南工使字第00324號
1322,'0980315851,099/01/06,家中家大廈,仁德區中山路539巷5號9樓之4,1,9,2,(084)南工使字第03162號
1323,'107387,099/01/11,金福臨門,東區府連路364號7樓,1,7,1,(079)南工使字第01073-87號
1324,'0993100357,099/01/13,荷風鎮2,安南區安昌街55巷3號,24,4,0,(097)南工使字第00007號
1325,'0983120027,099/01/13,富都天廈,中西區文賢路13號4樓-8,1,7,3,(080)南工使字第01078-79號
1326,'0990011126,099/01/18,承翰大樓,歸仁區文化九街45號4樓,1,5,1,(084)南工使字第03367號
1327,'0993100706,099/01/20,花之鄉大樓,中西區臨安路一段73號,1,7,1,(079)南工使字第01067-01號
1328,'0990015018,099/01/21,晶采大樓,永康區中華二路357號9樓之8,4,14,3,(097)南工使字第02095號
1329,'0990015376,099/01/26,大灣會館,永康區國民路277號,17,4,,(095)南工使字第01170號共8筆使照
1330,'0993101554,099/01/28,鈺宸大樓,南區新建路33巷1號等,1,16,2,(085)南工使字第00551號
1331,'0993101864,099/02/05,東友十七馥,安平區民權路四段449號,1,1,4,(096)南工使字第01919號
1332,'0993102428,099/02/12,棕櫚泉社區,東區裕孝路163巷6號,49,5,0,(097)南工使字第00684號共4筆使照
1333,'0990032669,099/02/23,學甲天下大樓,學甲區重信路1號3樓之1,1,12,1,(084)南工使字第02374號
1334,'0990044254,099/03/03,戀屋植樹,佳里區六安里17鄰延平路577巷72弄22號,36,4,0,(096)南工使字第00829號
1335,'0990045449,099/03/03,喜臨門,永康區大勇路23巷13號6樓,1,6,0,(081)南工使字第01485號
1336,'0993102213,099/03/09,紐約街頭大廈,中西區金華路三段171巷3號,1,12,2,(084)南工使字第00029號
1337,'0990047538,099/03/09,采金仙境一期,永康區西勢里30鄰富強路一段2巷31弄19號5樓,1,7,1,(082)南工局使字第02950號
1338,'9931035620,099/03/11,林肯大廈,中西區金華路三段230號,1,12,0,(075)南工使字第00864-26號
1339,'0931035830,099/03/11,比利時公寓大廈,南區新信路20號,63,5,0,(097)南工使字第00176號
1340,'0990060091,099/03/17,山水中,新化區護國里8鄰信義路2號之1號,21,3,0,(098)南工使字第01260號
1341,'0993104996,099/04/01,聯穩公寓大廈管理委員會,東區勝利路115號,1,7,1,(070)南工使字第00630-05號
1342,'0990063854,099/04/01,國際南科第一商辦大樓 管理負責人,新市區國際路13號,1,7,0,(098)南工使字第01428號
1343,'0993105283,099/04/06,東門大樓,中西區大同路一段24號,1,7,1,(068)南工使字第00466-93號
1344,'0993105298,099/04/08,豐園,北區北安路一段341巷37號-1,6,4,0,(095)南工使字第01445號
1345,'0993105527,099/04/09,百慶商業大樓,東區中華東路三段628號12樓,1,12,2,(097)南工使字第01177號
1346,'0990084519,099/04/14,橋典名廈,永康區大橋二街166號6樓,1,7,1,(082)南工使字第01806號
1347,'0990085293,099/04/14,比佛利 管理負責人,東山區三榮里11鄰木柵60之2號,1,3,,(098)南工使字第00123號
1348,'0993105865,099/04/16,睿瑾大樓,南區金華路二段370號,1,4,0,(093)南工使字第01922號
1349,'0993106286,099/04/23,御鼎雙璽社區,北區西門路三段151號11樓之2,2,19,4,(098)南工使字第00466號
1350,'0993106264,099/04/23,龍邸,東區裕農路29巷6號,12,5,0,(080)南工使字第01093-33號
1351,'0993106209,099/04/23,大衛朵夫社區,安南區怡安路一段13巷10弄20號,1,4,0,(097)南工使字第00738號
1352,'0993106598,099/04/27,海角七號社區,安平區世平四街49巷2號,9,4,0,(097)南工使字第00170號
1353,'0993106584,099/04/30,巴黎花都管理,東區長榮路二段32巷158號,1,5,1,(080)南工使字第01088-40號
1354,'0993106843,099/04/30,府前天鑽公寓大廈,中西區府前路二段258巷33號,9,6,0,(079)南工使字第01058-50號
1355,'0993106959,099/05/04,站前雅舍大樓,中西區觀亭街61號5樓-6,1,7,1,(085)南工使字第00145號
1356,'0990114102,099/05/07,明日之星 管理負責人,仁德區田厝里田厝一街200巷7號,7,3,,(096)南工使字第00509號
1357,'0993107123,099/05/10,中華國賓商業大樓,北區成功路2號,1,14,3,(073)南工使字第00813-08號
1358,'0993107337,099/05/10,中山公園名廈,北區公園南路65號,1,12,2,(082)南工使字第03507號
1359,'0990106546,099/05/11,新大阪第六期社區,新營區民治路366號,13,4,1,(096)南工使字第01390號
1360,'0990106545,099/05/11,邁阿密社區,仁德區忠義路199巷38弄20號,75,4,,(097)南工使字第01381號共74筆使照
1361,'0993107081,099/05/13,安南之星社區,安南區安中路一段557巷7號,95,4,0,(098)南工使字第00025號共12筆使照
1362,'0993107673,099/05/14,安南之A1社區,安南區安中路一段565號,8,4,0,(098)南工使字第00037號
1363,'0990115136,099/05/17,采金仙境二期,永康區富強路1段2巷31弄5號2樓,1,7,1,(082)南工使字第04619號
1364,'0993107742,099/05/21,永福大樓,中西區永福路二段11號,1,8,1,(067)南工使字第00426-31號
1365,'0993108356,099/05/27,全家福八期社區,安南區頂安街260巷45弄17號,2,4,0,(096)南工使字第01306號
1366,'0993108385,099/06/02,吳三賢等二戶,北區文成路58號,1,4,0,(098)南工使字第00568號
1367,'0990137366,099/06/28,吉旺園 管理負責人,麻豆區中興里和平路12之10號,3,3,,(099)南工使字第00540號
1368,'9931106900,099/07/01,慶東大樓B棟公寓大廈,東區慶東街87巷3號,1,5,1,(084)南工使字第01944號
1369,'0990158935,099/07/13,信美家專,永康區鹽行里中正路495巷6弄2號,12,4,,(099)南工使字第00399號
1370,'0990157978,099/07/13,中山名廈公寓大廈,佳里區中山路346巷22號5樓之1,1,5,,(082)南工使字第01539號
1371,'0990149758,099/07/14,崇禮育麟書院公寓大廈,善化區光文里民權路5號,1,5,,(097)南工使字第02111號
1372,'0993111764,099/07/19,成功四季,中西區成功路453號13樓之6,1,13,3,(096)南工使字第01597號
1373,'0993111465,099/07/19,名門社區管理負責人,安南區安中二街125號,8,4,0,(097)南工使字第00311號
1374,'0990169936,099/07/19,正光大樓,歸仁區民族北街47號7樓之6,1,7,1,(081)南工使字第07173號
1375,'9931118420,099/07/20,萊德斯花園社區,北區育德二路777巷77號,8,4,0,(092)南工使字第00897號
1376,'0993111302,099/07/26,耕讀社區,安南區安中路二段2巷117弄17號,26,3,0,(097)南工使字第01076號
1377,'0990195420,099/08/09,大灣大,永康區大灣三街43號3樓之2,1,8,1,(084)南工使字第02377號
1378,'0990176849,099/08/13,善原社區,善化區東關李6鄰中華路152號5樓,1,5,,(099)南工使字第00611號
1379,'0993113940,099/08/20,台南市和順國宅社區,安南區安中路一段703巷39-1號,28,4,0,(070)南工使字第00691-77號共2筆使照
1380,'0993115860,099/08/27,美地住戶,東區裕和路197號5樓-3,1,7,1,(099)南工使字第00873號
1381,'9931149790,099/09/02,大阪城,中西區湖美一街22號,21,5,0,(094)南工使字第01198號
1382,'0931154090,099/09/09,原生館第五期社區,北區育德二路205巷10號,21,4,0,(099)南工使字第00139號
1383,'9931156960,099/09/16,太子新文化II社區,東區文化二街208巷10號,30,5,0,(099)南工使字第00240號
1384,'9931158110,099/09/16,君美東成社區,東區東成街142巷96號,8,4,0,(097)南工使字第00362號
1385,'0993115860,099/09/17,玖玖社區管理負責人,安南區安通二街103號,10,4,0,(097)南工使字第00524號
1386,'0990244658,099/10/11,新大阪第十二期社區,新營區復興路150之3號3樓,1,3,,(099)南工使字第01158號
1387,'0993117080,099/10/13,鹽埕社區,南區金華路二段3巷14號,1,4,0,(067)南工使字第00415-37號
1388,'0990251022,099/10/18,新市將廷社區,新市區新和里20鄰成功街2巷2號2樓之4,1,6,1,(082)南工使字第04852號
1389,'0990209520,099/10/18,榮華館 管理負責人,永康區西灣里37鄰永華路226號,1,3,,(099)南工使字第00653號
1390,'0993117799,099/10/25,護棚社區管理,東區裕農路858號1樓,1,4,0,(099)南工使字第00632號
1391,'0993117923,099/10/28,白鷺灣公寓大廈社區,安平區安北路722巷150號,51,13,1,(095)南工使字第01126號共48筆使照
1392,'0930039488,099/11/01,太乙新象社區,安平區建平七街182巷26號2樓,2,4,0,(079)南工使字第01071-79號
1393,'0993118567,099/11/05,歐雅墅,北區育德路592巷8號,14,5,0,(096)南工使字第01188號
1394,'0993118787,099/11/11,太普墅風景,安平區健康路三段12巷6弄8號,25,5,0,(099)南工使字第00500號
1395,'0993119371,099/11/23,自在居社區管理,中西區和緯路五段195號3樓,1,4,0,(099)南工使字第00426號
1396,'0990280748,099/11/23,新大阪第八期社區,新營區民治路336號10樓,1,10,1,(097)南工使字第01781號共2筆使照
1397,'0990294073,099/11/29,大橋郡社區,永康區東橋八街25巷1弄11號,60,4,,(098)南工使字第00077號
1398,'0990130483,099/12/02,台南市新金華大廈,南區金華路二段70號2樓-1,1,7,0,(071)南工使字第00736-92號
1399,'0990291654,099/12/02,高鐵首富第五期社區,歸仁區武東村歸仁八路337號,49,4,,(097)南工使字第00367號
1400,'0993120219,099/12/06,皇龍湖美社區,中西區中華西路二段580巷66號,31,4,0,(099)南工使字第00211號
1401,'0993120059,099/12/07,光明社區管理委員會,南區新建路533巷32弄1號,85,5,0,(072)南工使字第00770-24號共2筆使照
1402,'0993120048,099/12/10,台南市彰南社區,南區新建路18巷10號,2,5,0,(072)南工使字第00762-62號共2筆使照
1403,'0993120067,099/12/10,台南市明和社區,南區新興路500巷1弄2號,7,5,0,(072)南工使字第00768-01號
1404,'0993120620,099/12/13,來亞大樓,新化區太平街150巷129號,1,12,2,(074)南工使字第00835-32號
1405,'9931204980,099/12/13,荷里揚二期社區,中西區忠義路一段27號,8,5,0,(097)南工使字第01003號
1406,'0990321591,099/12/23,公園伯爵第五期,佳里區安西里安西131之23號,1,4,,(096)南工使字第01501號
1407,'9931213160,099/12/24,耀遠社區管理負責人,東區東門路二段365巷17號,2,3,0,(099)南工使字第00904號
1408,'0993121180,099/12/24,太子翰林苑社區,中西區慶中街194號1樓,2,5,0,(075)南工使字第00906-17號
1409,'1000034941,100/01/14,世紀雙星公寓大廈,東區凱旋路33號9樓1,1,10,1,(078)南工使字第01018-17號
1410,'1000126268,100/02/23,台南百利財經廣場,中西區民族路二段153號6樓,1,13,,(078)南工使字第01025-55號
1411,'1000123295,100/02/25,文化商場社區,東區崇明路56號,2,2,0,(099)南工使字第01142號
1412,'1000128290,100/03/01,品堡別墅社區,東區裕孝路866號,18,5,0,(099)南工使字第00140號
1413,'1000140780,100/03/02,太子大樓,中西區中山路90號,1,12,0,(067)南工使字第00433-84號
1414,'1000128248,100/03/03,什乃集,善化區什乃里什乃97之28號,24,4,,(098)南工使字第00220號
1415,'1000170860,100/03/10,鉅富,東區文化三街2-1號,8,4,0,(099)南工使字第00012號
1416,'1000182506,100/03/14,陳立邦管理負責人,東區中華東路3段88號,1,5,1,(099)南工使字第00238號
1417,'1000139585,100/03/21,文化二街社區,東區文化二街85號-7,2,4,0,(099)南工使字第00699號
1418,'1000268420,100/04/19,世界帝心大廈,東區崇仁街66巷18號13樓,26,14,3,(099)南工使字第00430號
1419,'1000282628,100/04/21,臺宏社區管理負責人,安平區安北路598號,1,3,0,(100)南工使字第00105號
1420,'1000314258,100/05/11,傑作八期歐庭墅,北區育德路582號,14,5,0,(096)南工使字第01191號
1421,'1000367200,100/05/19,久誠中城社區,安南區安中路一段639巷62弄6號,26,4,0,(098)南工使字第00022號
1422,'1000389858,100/05/30,馬可先生社區管理負責人,東區裕信六街22號,1,5,0,(099)南工使字第01061號
1423,'1004407137,100/06/10,敦煌愛悅社區,北區大興街285巷39弄1號等,10,4,0,(099)南工使字第00401號共2筆使照
1424,'1000426960,100/06/13,安馨,安南區安通一街116巷10號,28,4,0,(099)南工使字第00141號
1425,'1000427713,100/06/13,花見小路NO6社區,北區和緯路五段234巷4弄48號,16,4,0,(097)南工使字第00833號
1426,'1000423042,100/06/15,東？名廈管理負責人,麻豆區安西里259號,1,4,,(099)南工使字第01025號
1427,'1000462706,100/06/24,大國寶邸大樓,中西區青年路147號5樓1,1,12,0,(081)南工使字第01125號
1428,'1000462739,100/06/28,品堡B區住宅,東區裕孝路896號,18,5,0,(099)南工使字第01263號
1429,'1000481448,100/06/30,品堡三期社區,東區裕孝路952號,18,5,0,(099)南工使字第01264號
1430,'1000444156,100/06/30,理想家第二期社區,仁德區上崙一街82巷38號,16,3,,(099)南工使字第01058號共3筆使照
1431,'1000487094,100/07/05,鉅富3期社區,東區文化三街8-1號,8,4,0,(099)南工使字第01064號
1432,'1000474603,100/07/05,美智社區,中西區中華西路二段596號,1,4,0,(100)南工使字第00565號
1433,'1000563640,100/07/26,頂美知及社區,中西區頂美三街121巷19號,1,4,0,(098)南工使字第00550號共15筆使照
1434,'1000582842,100/08/01,鍾愛一生,南區大德街141巷89號,1,6,0,(084)南工使字第02845號
1435,'1000534682,100/08/02,璟霖社區,歸仁區歸仁區保大路2段288號,30,3,1,(082)南工使字第03662號
1436,'1000603518,100/08/15,大社旺來社區,新市區大社里9鄰大社292之6號,17,4,,(096)南工使字第00001號
1437,'1000632402,100/08/16,富裕人生第三期社區,安南區安通一街178巷1號,12,4,0,(099)南工使字第00930號
1438,'1000622687,100/08/16,新都郡一期社區,南區國民路567巷5弄22號,27,4,0,(100)南工使字第00927號
1439,'1000627795,100/08/17,知音悅社區,北區育德三街232號,2,5,0,(099)南工使字第00868號
1440,'1000728465,100/09/20,八達居培安,安南區培安路330巷2弄2號,8,3,0,(099)南工使字第01020號
1441,'1000748117,100/09/30,牛津貴族七層樓,東區府東街203號,1,7,1,(083)南工使字第00628號
1442,'1000763513,100/10/04,永康新都第七期,永康區忠孝路380巷13弄19號,11,4,,(094)南工使字第01156號
1443,'1000763514,100/10/04,幸福家園大廈,歸仁區信義北路46號5樓之1,1,7,1,(083)南工使字第04474號
1444,'1000778061,100/10/14,懷石學院社區,東區裕信二街125號,11,4,0,(099)南工使字第01267號
1445,'1000842629,100/10/28,水樂集大樓,中西區中正路356號,3,14,3,(097)南工使字第00816號
1446,'1000830155,100/10/28,大囍市社區,歸仁區中山路3段230巷9號,13,4,,(099)南工使字第02271號
1447,'1000856347,100/11/18,時代廣場社區,新營區民權里民權路96之43號,42,4,,(098)南工使字第01499號共8筆使照
1448,'1000885369,100/11/18,崑山領袖第三期社區,永康區大灣路37巷9弄12號,14,4,,(099)南工使字第01569號
1449,'1000920855,100/11/30,台南市星光大樓,中西區忠義路二段185號,1,10,0,(069)南工使字第00621-31號
1450,'1000984302,100/12/20,桂田薪家社區,永康區永安路103巷8號,9,5,,(100)南工使字第01364號
1451,'1000990101,100/12/27,石藝社區,北區育德三街71號,9,4,0,(100)南工使字第01088號共3筆使照
1452,'1000982065,100/12/28,日東昇arch社區,北區臨安路二段143巷112弄22號,35,5,0,(100)南工使字第00961號
1453,'1001025066,101/01/02,當代逸墅2,安南區安通一街192巷36號,6,4,0,(099)南工使字第00039號
1454,'1010040018,101/01/06,力漢.天富二期社區,安南區安吉路二段97巷1弄10號,22,4,0,(099)南工使字第01308號
1455,'1010045213,101/01/16,盛寶皇族學苑大樓,東區東寧路544號,1,7,1,(078)南工使字第01018-09號
1456,'1001002171,101/01/16,旭福吉第公寓大廈,永康區五福街185號3樓之1,1,7,1,(083)南工使字第02238號
1457,'1010062124,101/01/19,學建築社區,北區文賢三街337巷89號,9,4,0,(100)南工使字第00232號
1458,'1010069918,101/01/20,陽光公寓大廈管理負責人,新市區大營里西拉雅大道156號,4,2,,(100)南工使字第03720號
1459,'1010105360,101/02/03,東騰社區,東區裕忠路37號,14,5,0,(100)南工使字第01904號
1460,'1010101868,101/02/06,波爾多姿第二期社區,永康區自強路598巷9弄15號,11,4,,(100)南工使字第00404號
1461,'1010137038,101/02/15,文平居易社區,安平區文平路461巷21弄19號,10,5,0,(092)南工使字第01817號
1462,'1010130488,101/02/16,博揚大樓,中西區南華街81號,1,7,1,(080)南工使字第01090-44號
1463,'1010138772,101/02/20,世界成功大廈,北區東豐路227巷12號12樓1,1,13,3,(100)南工使字第03235號
1464,'1010163461,101/02/24,富族大樓,歸仁區辜厝里大順街33號7樓之2,1,7,1,(082)南工使字第00836號
1465,'1010168372,101/03/01,山豐海富一期管理負責人,仁德區忠義路341巷2之8號,12,4,,(100)南工使字第03652號
1466,'1010171889,101/03/06,經貿帝國,北區成功路54號1樓,1,12,0,(078)南工使字第01036-84號
1467,'1010187944,101/03/07,龍祥社區,永康區永大一路277巷1號,10,4,,(097)南工使字第02286號
1468,'1010192107,101/03/13,高峰會三,北區北成路467巷1號,9,4,0,(099)南工使字第00578號
1469,'1010198960,101/03/13,統一夢巴里社區,善化區蓮潭南街275巷1弄20號,99,4,,(099)南工使字第01146號
1470,'1010212940,101/03/14,元大永康大樓管理負責人,永康區小東路511號,1,6,1,(097)南工使字第00560號
1471,'1010243651,101/03/21,東光尊邸,東區東光路二段58巷8號4樓3,1,7,1,(083)南工使字第02038號
1472,'1010242000,101/03/21,欣昱大樓,永康區成功路89號3樓之1,1,8,1,(084)南工使字第01960號
1473,'1010249742,101/03/28,赤崁小可愛二期,中西區赤崁街13號,1,7,0,(079)南工使字第01047-63號
1474,'1010265596,101/04/03,高興管理負責人,安南區安通三街25號,29,4,0,(097)南工使字第00385號
1475,'1010265595,101/04/03,透天福地管理負責人,安南區慈安路215巷1號,8,4,0,(099)南工使字第00921號
1476,'1010265597,101/04/03,墅有風管理負責人,安南區安中一街111巷2號,21,4,0,(099)南工使字第00716號
1477,'1010289097,101/04/12,仰森社區,北區林森路三段240巷13-1號,10,4,0,(100)南工使字第03064號
1478,'1010276458,101/04/16,隱風新居公寓大廈管理負責人,六甲區中社里林鳳營153號,2,2,,(100)南工使字第04775號
1479,'1010309559,101/04/17,北歐森林B區,東區長東街145巷63弄2號,8,4,0,(099)南工使字第00994號
1480,'1010296591,101/04/17,明大公園市B區社區,新市區信義街11巷26號,28,4,,(100)南工使字第03992號
1481,'1010296590,101/04/17,明大公園市A區社區,新市區信義街7巷11號,24,4,,(100)南工使字第03991號
1482,'1010309557,101/04/20,和鄉曲大樓,北區大興街233巷58號3樓-2,1,14,3,(100)南工使字第01194號
1483,'1010326712,101/04/23,生活家12期社區,北區文賢三街265巷10號,21,4,0,(100)南工使字第04348號
1484,'1010315120,101/04/23,花之鄉大樓,中西區南寧街83巷16號,1,5,0,(079)南工使字第01052-41號
1485,'1010344221,101/04/30,公園綠墅社區,安南區安通路四段47巷23弄2號,4,3,0,(099)南工使字第00937號
1486,'1010339770,101/05/03,皇家居,安南區安中路一段557巷2號,1,4,0,(100)南工使字第00184號共4筆使照
1487,'1010339771,101/05/03,富貴皇家,安南區安中路一段557巷19弄115號,1,4,0,(100)南工使字第00188號共7筆使照
1488,'1010367330,101/05/07,光城市社區,安南區安中路四段197巷5弄2號,30,4,0,(100)南工使字第03971號
1489,'1010412326,101/05/21,安賀風光公寓大廈,永康區區竹南街56巷1弄2號,8,4,,(096)南工使字第02574號
1490,'1010475277,101/06/07,玲珠管理負責人,安南區安和路二段267號,1,2,0,(101)南工使字第01605號
1491,'1010472225,101/06/11,黃建豪管理負責人,東區民族一街27號等,1,5,0,(101)南工使字第01300號
1492,'1010503410,101/06/14,心墅社區,北區文成三路245號,20,5,0,(100)南工使字第00837號
1493,'1010528730,101/06/25,白京漢宮,東區德東街235巷118弄76號等,21,4,0,(100)南工使字第04180號
1494,'1010495948,101/06/25,太子南科日麗社區,善化區月眉園路30巷19號,85,5,,(099)南工使字第01817號共2筆使照
1495,'1010517534,101/07/03,一品苑,安南區安中一街59號,3,4,0,(100)南工使字第01797號
1496,'1010552521,101/07/03,永旺三期廠房倉儲 管理負責人,新市區國際路9號,1,1,0,(101)南工使字第01610號
1497,'1010570091,101/07/11,生活大師,歸仁區南興街310號6樓之1,1,7,1,(083)南工使字第04626號
1498,'1010575313,101/07/13,喜來登社區,安南區海佃路一段158巷122弄37號,33,4,0,(100)南工使字第01091號
1499,'1010592825,101/07/18,皇龍好事多社區,北區和緯路三段303巷5弄1號,12,4,0,(100)南工使字第03886號
1500,'1010596260,101/07/18,年年如意社區,北區中華北路一段632巷16號,30,4,0,(099)南工使字第00893號
1501,'1010619033,101/07/23,高峰會I社區,北區文成二街52巷2號,9,4,0,(098)南工使字第00346號
1502,'1010648697,101/08/01,新都郡二期社區,南區國民路565號,28,4,0,(100)南工使字第04622號
1503,'1010650687,101/08/08,公園小品,北區公園路655號,1,5,0,(084)南工使字第02126號共2筆使照
1504,'1010705729,101/08/27,香榭印象社區,東區裕信六街172號,14,4,0,(100)南工使字第03771號共2筆使照
1505,'1010726902,101/08/29,力漢寬庭七期社區,安南區長溪路一段407巷32弄1號,20,4,0,(101)南工使字第00963號
